"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"4042",787,2022-06-02 15:47:03,TRUE,65026900,4,5,5,5,5,5,5,"- Managers in both positions I have help have been AMAZING. Neither have micro managed. \r\n- Recently started 4 day work weeks\r\n- Benefits are decent\r\n- Growth opprotunities are available","- Only gives 2% pay raise yearly.\r\n- My position is not fully remote. \r\n- Can be difficult to change jobs within the company. Must go through full application process.","1","Centene"
"4043",791,2022-07-21 13:53:18,TRUE,66997850,4,5,5,5,5,5,5,"New CEO is moving Centene slowly into the modern age (increased flexibility and now remote work is here to STAY).\n\nLove my team and department. Very supportive","Some departments have crummy leaders and because the overall scores are high those outlier leaders get to keep being crummy and running people off. Hopefully new CEO looks closer at that over time.","1","Centene"
"4044",792,2022-07-19 19:18:08,TRUE,66905629,5,1,3,4,2,4,4,"Fairly easy to move up; Most jobs are available for remote work; There is some flexibility in work schedule and there is plenty of work so job security typically isn't a problem; there are some great benefits including paid tuition;","Terrible work life balance for any leadership (Supervisor, Manager etc.) position but other positions are fine; Depending on the location you work in there are serious issues with favoritism; Gradual growth was preached but not followed so now the company is playing catch up and tiring employees as a result;","1","Centene"
"4045",797,2022-11-07 14:38:40,FALSE,70865084,4,3,3,3,3,0,3,"good leadership equals career growth","not working with a good leader no career growth","0","Centene"
"4046",798,2022-10-18 06:25:28,TRUE,70255298,3,5,5,5,4,5,3,"Working from home and group support","The pay and training could use some work","0","Centene"
"4047",799,2022-10-18 18:56:06,TRUE,70280917,2,2,4,4,3,5,4,"Good pay, great benefits, room for growth","Call center environment, a lot of upset members, escalated calls are common","0","Centene"
"4048",801,2022-10-07 12:41:01,TRUE,69895475,4,4,4,4,3,3,3,"Internet reimbursed when Working from home.","WFH since COVID and only virtual meetings","0","Centene"
"4049",804,2022-05-16 05:32:12,TRUE,64190036,5,3,4,5,4,3,3,"Opportunity to serve populations that are disadvantaged but trying to overcome those challenges attracts in the very best associates who desire to improve the health of communities. Current leadership team (2022) has a pedigree and dynamic which creates a bright future.","Investments in infrastructure and distractions of acquisitions have slowed down progress in the past. Challenges right now with organizational redesign heightens ambiguity and has driven many excellent people to seek security in roles with competitors that are past their acquisition and integration frenzy.","1","Centene"
"4050",805,2022-10-06 09:11:33,TRUE,69843840,5,5,5,5,5,3,3,"Flexible work environment, great people leaders.","Starting pay, but still great experience.","1","Centene"
"4051",806,2022-10-06 16:53:07,TRUE,69861249,5,4,5,5,0,5,5,"Good package, excellent benefits and remote work.","I don’t see any cons so far.","1","Centene"
"4052",807,2022-10-13 21:40:05,TRUE,70133324,4,5,5,5,5,5,5,"Supportive, Development, Diverse, Great Culture","Working from home is not preferred","1","Centene"
"4053",811,2022-10-06 13:16:35,TRUE,69854324,2,5,5,5,5,5,5,"Good salary, work flexibility, very diverse and inclusive.","Nothing right now, haven’t encountered any issues yet!","1","Centene"
"4054",814,2022-08-10 06:38:44,TRUE,67755227,5,5,5,5,5,5,5,"Simple and organized onboarding process that outlines everything a new employee needs to do in their first few days to get acclimated to their new position. IT and HR staff are very friendly and helpful. Training materials are interactive, engaging, and easy to follow.","I have found none so far!","1","Centene"
"4055",815,2022-07-15 17:02:41,TRUE,66754872,5,5,5,5,4,5,5,"- Lots of opportunities\n- Great Culture\n- Lots of benefits and facilities","- Very little support in getting to know what is what and who is who - very large organization\n- Implementation of good culture is dependent on the manager\n- Mediocrity is sometimes accepted","1","Centene"
"4056",822,2022-10-05 17:58:25,TRUE,69816010,4,4,3,3,2,2,1,"decent vacation time and supportive management","poor communication from management but stems moreso from senior management. Low salary compared to other similar companies, annual merit salary increase is very low","0","Centene"
"4057",827,2022-10-24 03:15:26,FALSE,70431544,5,1,2,4,3,4,5,"compensation, people, mission, resources and access to capital","lack of integration, redundant expenses","0","Centene"
"4058",829,2022-04-05 15:00:28,FALSE,62325365,5,1,0,2,1,2,4,"Decent benefits, some good people,","Racism and bigotry run rampant. Lots of men only meetings or bully sessions if you are the only woman. Only people who are abusive narcissists get ahead.  Allow Sr leaders to base decisions on whims not supported in Data. Senior leaders will push for “psychological safety” with teams but then mock, dismiss and then penalize people for identifying risks or issues they don’t want to deal with, especially if it might make them look bad. \nHR is a Russian roulette of horrible inexperienced reps that will do things like refuse to take action on attempts to distribute a cult recruitment media but then tell the person distributing it who reported them. Allow leaders to not have exit surveys sent when people leave.","1","Centene"
"4059",831,2022-10-19 11:46:56,TRUE,70308791,5,5,4,4,4,5,2,"Great team work Opportunity on working with new technology","Compensations and benefit compare to other company","0","Centene"
"4060",832,2022-10-30 05:40:21,TRUE,70620121,4,5,5,5,5,5,5,"Flexible remote schedule Great coworkers","I cannot purchase company gear","1","Centene"
"4061",833,2022-05-28 19:46:10,FALSE,64810196,5,3,3,3,3,1,5,"Fortune 500 company with a future and a good mission. Good benefits. Some wonderful committed people worked with me and served their members well.","I found management wouldn't allow for lateral transfer of hired counselors or social workers in Utilization Management out of their Dallas office so I moved on. I found little room for growth here in Utilization Management","1","Centene"
"4062",834,2022-10-10 09:53:36,FALSE,69974282,5,5,5,5,5,5,5,"Managers genuinely seem to care about employees. Good work\u002Flife balance.","Very fast paced, soon as everything is done there's more to do.","1","Centene"
"4063",835,2022-08-09 16:37:04,TRUE,67732699,2,5,3,5,4,5,5,"Opportunities for growth in a multitude of business lines.","Lack of Manager training. If you get a new, inexperienced manager, it can do great damage to your career path and no one will stop it.","1","Centene"
"4064",837,2022-10-22 04:26:13,TRUE,70396625,1,3,3,3,3,3,3,"I enjoy the people I work with.","Would like better pay that matches inflation","1","Centene"
"4065",838,2022-07-08 07:42:24,FALSE,66456472,4,1,1,2,1,3,4,"The pay and benefits are decent, but not the best out there.","1. They hire warm bodies, so the few people who actually know what they're doing are left holding the bag.\n2. The executives are only focused on expansion instead of getting the current business to fully operate. \n3. Work life balance does not exist.\n4. If you want to work from home, you are a pariah. You will not be afforded promotion opportunities, period.","0","Centene"
"4066",844,2022-10-11 12:25:51,FALSE,70027510,3,0,0,0,0,0,0,"No Pros in that work environment","Constant stress, deadlines always pulled in. lower level management thinks its about the customer but upper management could care less about the suckers on their insurance and medicare plans","0","Centene"
"4067",848,2022-08-18 08:55:04,TRUE,68067212,3,2,2,4,3,3,2,"If you put in a ton of effort and time, you can eventually move up in this company.","The company seems to only care about results. There isn’t much concern for work life balance or the employees happiness.","1","Centene"
"4068",852,2022-10-10 12:26:44,TRUE,69980857,1,3,5,5,4,4,4,"Solid starting pay offers. Remote work","Long hours during peak times","1","Centene"
"4069",854,2022-10-26 23:24:46,TRUE,70537043,4,2,3,4,2,2,2,"The management is very flexible.","I am overworked and under appreciated.","0","Centene"
"4070",855,2022-08-29 06:51:13,TRUE,68459638,4,5,4,5,4,3,5,"Never a dull moment. Its not just taking meeting minutes. It's ITSupport, PM, team cheer leader. Work is steady and there is always something to learn to add to career path. Benefits are great!","The pay is not so great for all the task and responsibilities.","1","Centene"
"4071",856,2022-05-18 09:39:52,FALSE,64327231,5,4,2,5,2,2,5,"Comprehensive coverage, easy to navigate portal without questions, very responsive HR support team available at 1-800 when needed","Transion to COBRA was uncoordinated, confusing and delayed. This is a time-sensitive period for employees (who at one point in their career, were dedicated to their former employer with communication, timeliness and professionalism","1","Centene"
"4072",858,2022-10-12 21:47:24,TRUE,70088966,5,4,5,5,5,4,3,"Great for starting position Great co workers","Work from home permanently there","1","Centene"
"4073",864,2022-07-26 07:57:37,FALSE,67166169,4,4,3,4,3,4,4,"There are always new opportunities available within the company.","The groups are siloed and there is not enough communication proactively to include all teams who are affected by a change.","1","Centene"
"4074",865,2022-08-01 15:23:20,TRUE,67409292,5,3,4,5,3,4,4,"Work from home, flexible hours, room for career growth","Frequent changes in policy, senior management has no idea what your job entails or how to do it but dictates how to do it","1","Centene"
"4075",866,2022-08-24 07:59:38,TRUE,68289015,5,5,5,5,5,5,5,"Shared good content and information about Centene and it's vision.","There were no cons, the orientation was very informative and made me feel good about the company.","1","Centene"
"4076",868,2022-09-14 03:36:23,TRUE,69038601,4,3,5,5,4,5,4,"Ability for internal career growth.","Allow shadowing for other positions in different departments.","1","Centene"
"4077",869,2022-07-18 14:28:49,TRUE,66843846,5,4,4,5,5,3,5,"Good pay, challenging work, work from home","Not all management is good at helping you move to the next level, challenging work and not the best employee engagement efforts with work from home","1","Centene"
"4078",883,2022-08-23 06:59:43,TRUE,68236394,5,4,4,4,4,4,4,"Friendly workers to work with all the time","Miscommuncation at times to deal with","1","Centene"
"4079",884,2022-08-22 17:20:53,TRUE,68212725,5,5,5,5,5,5,5,"Very pro growth. I love my job and what I do. Working remote is probably the biggest pro","Nothing. This is a great company","1","Centene"
"4080",885,2022-08-29 16:31:44,TRUE,68482537,5,5,5,5,5,5,5,"Flexible time and friendly employer","I don't have anything for now.","1","Centene"
"4081",887,2022-09-06 11:30:45,TRUE,68769090,4,4,4,5,3,4,5,"Large company with many opportunities","Large company with overlapping projects with very limited communication","0","Centene"
"4082",888,2022-08-09 11:40:00,TRUE,67721792,5,5,5,5,4,3,3,"Convenient \nRemote \nWork from home \nUnderstanding","The annual bonuses does not equate to what the company makes. No room for overtime in my position, room for growth takes 1+ year &amp; is stagnant.","1","Centene"
"4083",889,2022-07-31 21:04:42,FALSE,67373384,4,3,5,5,3,5,5,"It offered great benefits and hours","Training could have been better. We were all totally lost when we took calls and access to systems were not ready for us","1","Centene"
"4084",892,2022-09-12 08:13:42,TRUE,68959336,2,4,4,4,4,4,4,"pay, bonus, WFH, PTO, holidays","growth, extra tasks, asking questions","1","Centene"
"4085",894,2022-07-27 16:04:07,FALSE,67237443,1,3,4,5,4,5,3,"Professional Development opportunities galore; Fast-paced work environment - with matrixed teams; national presence; tons of executive exposure.","Work-load can often be a lot - especially once you're established for a year; Constant changing culture with mergers and acquisitions.","0","Centene"
"4086",895,2022-12-09 19:00:08,FALSE,71751982,3,3,1,3,1,1,1,"There are good people in some of the smaller companies but Centene as a whole was toxic","They don’t have well thought out processes to their aggressive deadlines and the pay was an insult.","0","Centene"
"4087",901,2022-08-26 07:44:54,FALSE,68381118,4,4,4,4,4,3,4,"Good pay\r\nGood benefits\r\nGood retirement\r\nEnjoyed Co workers","Poor communication\r\nChanges occurred regularly and is poor","1","Centene"
"4088",903,2022-08-30 02:29:04,TRUE,68496786,3,5,5,5,5,5,5,"Amazing and competitive! Fabulous company to work for!","No cons to speak of at this time.","1","Centene"
"4089",904,2022-11-23 20:25:44,TRUE,71349488,2,4,5,4,3,2,4,"Good pay, loads of training opportunities, large company","The culture depends upon the department you land in.","1","Centene"
"4090",905,2022-10-20 21:04:37,TRUE,70361481,4,2,1,1,1,3,3,"Big Company, Stable Employment, Remote Wok","Toxic culture, massive reorganization and change to your roles, make promises at hiring and double your work load","0","Centene"
"4091",906,2022-08-21 15:15:23,TRUE,68166372,3,3,5,5,5,3,5,"Flexible hours, great coworkers, nice management","Pay could be better, duties overflow with life balance occasionally","1","Centene"
"4092",908,2022-08-08 14:37:03,TRUE,67681083,4,5,5,5,5,5,5,"This is a good company, where you con go from the bottom to the top if you have the requirement they need.","No Cons for this company.","1","Centene"
"4093",911,2022-09-28 15:56:52,TRUE,69568115,3,5,5,5,5,3,5,"Work-life balance is good. Bonuses offered.","Hard to advance in certain positions.","1","Centene"
"4094",913,2022-08-08 22:07:24,TRUE,67693429,5,2,4,5,2,4,3,"Company is great, diverse, and many positions  open to move up\u002Fgrow","Pharmacy tech positions don't get paid well, over worked, bad management and extremely micromanage environment.","0","Centene"
"4095",914,2022-09-13 11:33:23,TRUE,69011994,3,5,5,5,5,5,5,"honorable mission to provide health Care to underserved populations. Excellent CEO.","Extremely large company due to the many mergers.","1","Centene"
"4096",919,2022-07-11 01:19:16,TRUE,66528896,5,4,3,4,3,4,3,"Flexible hours and Work from Home","There is little help and support. Bosses can be clickish and have their obvious favorites. They supposedly review salaries to ensure equity pay, but I have found that is not the case.","1","Centene"
"4097",923,2022-07-27 17:33:28,TRUE,67239833,2,5,5,5,5,5,5,"Taking care of Medicare and Medicaid medication for members.\nThis company takes care of its employees \nWork from home","I really can’t find anything I dislike about this company","1","Centene"
"4098",924,2022-11-10 08:36:43,FALSE,70963030,5,1,2,2,1,2,4,"Pay was fair, people were professional","Corporate monster. No care for employees","0","Centene"
"4099",925,2022-07-15 23:35:01,FALSE,66761617,5,5,5,5,5,5,5,"Good benefits package\nEmployer-sponsored training\nAbility to polish your skills while gaining new knowledge","did not find any so far","1","Centene"
"4100",926,2022-08-01 14:04:28,TRUE,67406615,5,5,5,5,5,5,4,"Many opportunities to move up.","They're in compliance with the government so they have many frequent up to date changes and regulations.","1","Centene"
"4101",928,2022-07-10 15:25:47,TRUE,66517508,3,4,4,4,4,4,4,"Understanding managers, great benefits, flexible hours.","Bit of drama on our small team","1","Centene"
"4102",931,2022-07-21 08:37:34,TRUE,66983920,4,4,3,3,4,3,4,"The benefits is amazing especially if you’re a college student.","The job is remote if you feel like you need to interact with others this job may not be for you.","1","Centene"
"4103",932,2022-08-01 07:52:48,TRUE,67391065,4,4,4,2,4,4,4,"support \nnice work enviornment\ngive a lot of experience","They keep you on a PIP for a long time \nThey are sometimes unorganized","1","Centene"
"4104",935,2022-08-08 08:43:01,FALSE,67666831,5,5,4,4,1,4,4,"Talented staff\nGood benefits\nPromotes from within","Not remote friendly\nMarketing is not heavily valued at the corporate level","1","Centene"
"4105",936,2022-08-06 18:59:11,TRUE,67622478,2,4,5,5,4,4,3,"Good managers, competitive benefit and friendly colleagues.","Fast pace working, lots of demand at work","1","Centene"
"4106",946,2022-08-18 20:34:14,FALSE,68089845,3,4,1,4,1,2,4,"none, really. seriously. They try to connect the dots to make employees happy but it's all talk","Unhappy people for the most part. Work done in silos; not good at collaboration.","0","Centene"
"4107",947,2022-08-19 14:01:40,TRUE,68119220,4,3,4,4,4,3,3,"Relatively stable work environment and fair treatment to employees at the corporate level.","Technology advancement or innovative ideas may not be as much supported as in other industrial companies.","1","Centene"
"4108",952,2022-09-04 15:19:39,TRUE,68699453,1,2,3,2,2,3,4,"Flexible work schedule for employees","Limited room for advancement within health plan","1","Centene"
"4109",954,2022-09-11 19:02:32,TRUE,68939805,1,5,5,5,5,5,4,"Brand name that industry respects","Matrixed organization with lots of red tape","1","Centene"
"4110",956,2022-09-09 22:55:06,TRUE,68902300,3,0,0,0,0,0,0,"Flexible schedule to accommodate personal life","There’s not even enough space to go through the cons","0","Centene"
"4111",957,2022-09-10 22:37:50,TRUE,68921604,5,4,3,3,2,3,4,"Not much micromanagement\nSends all equipment and PPE","Partially remote (requires field visits)\nA bit disorganized","0","Centene"
"4112",958,2022-09-14 08:14:41,TRUE,69049449,3,5,5,5,5,5,5,"great boss to work with","It is a very big company","1","Centene"
"4113",961,2021-03-16 10:09:25,TRUE,44084610,2,1,1,4,1,2,2,"Never boring\r\nFantastic teammates\r\nWilling to pay for training\r\nDoes a lot for community \r\nJob with a good mission\r\nGrowing fast\r\nCrucible to hone talent\u002Fget job experience to prepare for your final career stop","Product over people\r\nLeadership sets deadlines\r\nPsychological safety only in small pockets\r\nVery little incentive\u002Frewards\r\nSurprising little opportunity to move around. Most positions are opened with someone in mind or leadership reorgs to fill. \r\nOnly know how to put out fires, not prevent them. Very chaotic and fast paced.\r\nVery little trust and a lot of micro management \r\nSeem to struggle with planning. Nearly ever project in my large area over the last 7 years has only been successful through the heroics and generosity of the amazing employees to donate their personal time to meet commitments that their leadership made without consulting the . \r\nRepeatedly told the most important thing in our org is to hit our dates.\r\nVery little diversity of thought. Senior leaders hire people who have their worldview of leadership. People who voice different views of leadership or give feedback about the impact of the current style are marginalized and in some cases have been shuffled out\r\n There are frequent cycles of low employee engagement and lots of talented people leaving.\r\nDo not seem to understand how expensive and inefficient their current leadership style is.","0","Centene"
"4114",962,2022-08-16 05:43:02,FALSE,67961669,5,3,3,3,1,2,4,"Good benefits (although changing) year by year especially with value creation. Great purpose within the org.","New leadership only focused on value creation and not long-term sustainability.","0","Centene"
"4115",963,2022-09-05 14:40:01,TRUE,68731993,5,5,5,5,5,5,5,"Feel valued and that the company cares about me.","Nothing comes to mind yet.","1","Centene"
"4116",965,2022-10-10 07:08:13,FALSE,69966693,5,1,1,2,1,1,2,"I did not enjoy my time with Centene.","Overworked, lacking balance, limited recognition for hard work","0","Centene"
"4117",973,2022-05-19 10:20:08,TRUE,64389653,5,5,5,5,5,5,5,"Direct impact of performance from agents across the company in a variety of ways from process implementation\u002Fimprovement to learning and development.","You have to have good time management because it will pay off - without it several things will not be completed which would have a negative impact on the overall performance and STAR Ratings!","1","Centene"
"4118",978,2022-07-20 00:36:37,TRUE,66914242,4,5,5,5,5,5,5,"Leadership, fast paced environment, revolutionizing health care industry","None at the moment. Things are great","1","Centene"
"4119",985,2022-07-25 11:01:50,TRUE,67124980,3,4,4,5,5,5,3,"stability, growth, opportunities, exciting, leadership","it can be too fast paced for some","1","Centene"
"4120",987,2022-06-15 15:30:43,TRUE,65591211,4,5,5,5,5,5,5,"Diversity, Positive attitude all around, Respect and appreciation from Managers and directors, excellent opportunity to learn and grow, transparent culture.","so far I have not found any","1","Centene"
"4121",988,2022-07-21 10:18:39,TRUE,66988492,5,3,4,5,4,4,4,"Exciting fast pace team oriented","Fire salary with overtime average week 50-60 hrs","1","Centene"
"4122",989,2022-06-13 13:53:31,TRUE,65479897,5,5,5,5,5,5,5,"Everyone is very kind and helpful. The company has a great mission and vision that I am glad to support.","It takes a few days to gain access to everything you need because it's such a large company.","1","Centene"
"4123",991,2022-08-03 10:18:59,TRUE,67492840,4,2,5,5,5,5,2,"Best place if you want to learn about tolerance. Class. Diversity and Medicare\u002F Medicaid","Employees are pawns, they are just worker bees to leaders whom don't care and lie","1","Centene"
"4124",995,2022-07-26 08:06:18,FALSE,67166628,1,3,3,2,2,3,2,"Working from Home\nSmall teams\nDescent but not enough starting pay\nGreat stepping stone","Pay does not equal job description\nBenefits are expensive\nDepending on the team growth is limited \nIt's who you know not the work and experience you have worked on","0","Centene"
"4125",996,2022-03-23 05:57:02,FALSE,61630936,1,1,1,1,1,1,1,"Before Centene bought us out, it had a great company feel that boosted morale. Lots of focus on employee wellness, learning opportunities, classes, help with career certifications, mentoring, etc","Promoted toxic managers, paid me less than my degree and job min is, no opportunity to move up or grow, drove employees away so workload became too heavy, more focus on making the CEO money than doing the right thing","0","Centene"
"4126",997,2022-07-31 13:24:06,FALSE,67365420,2,3,1,4,1,2,2,"The benefits and being able to work from home","Management, pay, co-workers, training, technology, culture, basically everything besides the benefits.","0","Centene"
"4127",998,2022-08-31 15:09:39,FALSE,68571498,4,2,2,1,1,1,3,"Hours I worked and benefits","Everything else. Very disorganized and help is terrible","0","Centene"
"4128",1001,2022-06-09 20:59:05,FALSE,65346991,3,1,1,4,1,3,1,"-Flex Schedule (get to work between 6am-8am and that determines the time you leave)\n-Non Phone\n-Can listen to headphones\n-Not Micromanaged","-After initial training, they add unfamiliar work to your load, when teaching this unfamiliar work, they give you a 5 second run down on how to do it at their desk.\n-The workflows we worked from were never updated nor were accurate.\n-Very Unprofessional\n-Showed favoritism\n-So much more","1","Centene"
"4129",1002,2022-08-29 12:06:06,FALSE,68473145,4,0,0,0,1,0,0,"Experience, knowledge, remote work, goals, overtime","Work environment, micro manage, company stability, leadership, bare minimum training.","0","Centene"
"4130",1004,2021-09-28 11:07:22,FALSE,53218072,3,2,1,3,1,1,2,"Somewhat competitive pay and some nice folks.","They claim to be a technology company, but they use antiquated systems and practices. They are slow to adapt and change, which is actually a deeply ingrained trait of senior leadership.\n\nYour work will likely go unnoticed and unrewarded. \n\nTons of interdepartmental bickering and finger pointing. No one is interested in helping you unless they have an obligation to do so.\n\n401k matching is shamefully low and deceptively advertised. They say \""matches 50% of the first 6% that you contribute\"". This actually means 3%, so just say that. To make it worse, the vesting schedule is tiered over the course of 5 years.\n\nTheir insurance premiums are shamefully high. You can expect yearly increases as much as 20%.\n\nPlummeting stock price.\n\nThe CEO is completely detached from the reality of normal working people. It's hard to respect a man that demands a 25 million dollar salary, and then tries to talk about income and social inequality in the country. It would be comical if it wasn't so sad.\n\nUltimately the company will only do the right thing for their employees when there is a legal obligation or liability.","0","Centene"
"4131",1008,2022-03-24 09:04:32,FALSE,61708440,5,2,3,2,2,3,4,"Some of the People Leaders are proficient in their Role; many on the job resources; Employee Assistance Program.","Resources are scattered on throughout multiple web pages and are often obscure and out of date; management's hypercritical and hyper focused number crunching impacts discourages neurodivergence (not a great fit for those of us with Autism); moderate micromanagement.","0","Centene"
"4132",1013,2021-02-20 20:55:13,TRUE,42828486,2,1,1,3,1,5,2,"-You can listen to your headphones while processing claims.\r\n-You get major Holiday's off","-Micro Managed.\r\n-Unorganized.\r\n-Mandatory OT on occasion, Including Saturday's from 8am-noon \r\n-No proper communication with analyst on job function.\r\n-With consistent changes within the company, no one relays that to the analyst who are actually doing the work.\r\n-Rushed floor training (you will learn new claims when on the floor and your lead or supervisor will rush and show you how it goes and assume you know how to solve the claim after showing you once or twice. The problem is, is that the claims are complex and not all the same. They cannot continuously help because of course, they have work of their own).\r\n-Work flows (a list of directions to follow to help resolve the claim) are almost never up to date and are hard to follow.\r\n-Upper management are super judgmental and uncomfortable to converse with and exist around.\r\n-You will get audited by the state if you pay a claim too much or too little and depending on the amount, it can lead to termination. \r\n-Everyone is expected to move up as an analyst so that more claims can be processed. This new training includes a salary increase after it is complete. So, at the end of training, there will be a test and if you do not pass, you still have to process the claims when you get back out on the floor but you will be making the same amount as before the training, so you are expected to do twice the work for the same pay, because since you did not pass training, you will not making get the raise but are expected to do the work.\r\n-So many more, a book load to write.","0","Centene"
"4133",1014,2022-08-09 15:20:14,TRUE,67730418,1,1,1,2,1,2,3,"Health care coverage, vacation time","Bad senior leadership. \nStaffing is atrocious. \nReporting isn't where it needs to be.\nLeadership doesn't listen.","0","Centene"
"4134",1015,2022-04-16 11:30:55,FALSE,62862499,2,1,1,1,1,1,3,"The people I supervised were wonderful","Leadership was the worst. Unclear roadmaps, insane expectations of hours, no accountability for IT department mistakes, and zero integrity.","0","Centene"
"4135",1016,2022-04-21 08:49:36,TRUE,63087798,4,3,1,4,1,1,3,"I was allowed to work independently\nThe pay was fair for the work I was doing","Very disorganized\nProprietary software tools are broken\nLittle to no upward mobility\nPay increases are rare and small\nBonuses are insulting\nManagement treats employees as commodities and not people","0","Centene"
"4136",1017,2022-07-18 09:51:33,TRUE,66831877,1,4,4,3,4,3,3,"Good company, benefits decent, managers don’t micromanage","Cancellation of daycare benefit has caused me to look for another role. Promotions don’t give enough of an pay increase to afford childcare without the benefit.","1","Centene"
"4137",1021,2022-09-26 19:27:44,FALSE,69477397,5,4,2,4,2,1,2,"PTO, WFH option, health coverage.","Lack of communication during acquisitions by far. Salaries do tend to be on the low side.","0","Centene"
"4138",1022,2022-07-13 11:52:47,TRUE,66653165,4,5,5,5,5,5,5,"Good place to work. Friendly environment","none, none, none, none, none, none","1","Centene"
"4139",1024,2022-06-08 06:40:49,TRUE,65255981,4,5,5,5,5,5,4,"Onboarding like no other! Training provided. Great communication. Friendly environment. I'm excited tcant say that  join such a company.","cant say that I've noticed any yet.","1","Centene"
"4140",1028,2022-05-09 19:49:32,TRUE,63887059,3,3,4,5,4,4,3,"Job security, busy, always changing, growing, expanding, learning opportunities, great culture, diverse teams","work load it can be too much, underpaid for the volume of work, bonus and salaries should be higher based on volume of work and ROI","1","Centene"
"4141",1032,2022-08-04 18:40:50,FALSE,67559549,4,3,2,4,3,3,3,"Great location. Mediocre pay. Might have been on a bad team.","Lots of people left while I was leaving.","0","Centene"
"4142",1034,2022-07-21 10:01:21,TRUE,66987773,4,5,5,5,5,5,5,"Great company and management team so far.  Very welcoming and great benefits. enjoying my time at Centene Corp with flexible schedules","PTO does not roll over.","1","Centene"
"4143",1046,2022-02-25 09:10:04,TRUE,60290350,5,5,5,5,5,5,5,"I joined the company during the \""Great Resignation\"" and was welcomed with open arms. Not only my immediate team but the department and supporting staff have been very enthusiastic about their jobs and value they bring Centene and their community. Everyone seems very eager to help one another and answer questions if asked.","Like all major corporations there is a lot of turnover within upper management but that comes with the territory.","1","Centene"
"4144",1048,2022-01-23 08:13:00,TRUE,58391004,5,4,4,4,4,3,4,"Flex schedule, work from hone options, good benefits, generous time off","The company is growing faster than they can handle. It is a huge company and doesn’t feel very personal. It is a mess to try to get a hold of a live person in IT or HR. Corporate is very disconnected from what is done daily. Workloads are unmanageable.","0","Centene"
"4145",1049,2022-06-08 05:26:20,TRUE,65252585,4,3,1,1,1,3,4,"Good Place to work in IT.\n1. Salary is better compare to other companies in Tampa.\n2. Fully remote","1. Long hours in work\n2. Less bonus.","1","Centene"
"4146",1052,2022-05-03 07:42:41,FALSE,63588806,4,1,1,4,1,3,3,"I think they pay well if you are hired through Centene directly. I worked for Wellcare and we were bought out by Centene.","Managers wanted you to do 2+ people's work for no extra pay. My manager also tried to force us to work on weekends even though our reports were able to be completed Monday-Friday and when we accepted our job position it was for M-F. My raise was .44 cents.","0","Centene"
"4147",1053,2022-06-27 14:38:10,TRUE,66029067,1,5,5,5,5,5,5,"Good place to work, demands 110%. Moved to remote work based on role.","Change is constant, many silos, internal communication could be better.","1","Centene"
"4148",1055,2022-03-28 01:17:47,TRUE,61860594,2,1,1,1,1,1,1,"There really are none to speak of.","Two years of &gt;7% inflation during a pandemic and this company grants a 3% \""cost of living increase\"". They have effectively given everybody below VPs a 10% pay cut during the pandemic while cleaning house on Medicare sales.\r\n\r\nThey act like they care about employees but their actions are loud and clear -- you are nothing more than a peon here.\r\n\r\nThere is absolutely no indication at all that a new CEO will help. This now a multinational juggernaut that flies a giant banner about caring for people while doing the opposite for the people that make it happen.\r\n\r\nSold all my stock and I am leaving.\r\n\r\nIt is unconscionable.","0","Centene"
"4149",1056,2021-08-25 20:23:41,TRUE,51649848,3,1,1,3,1,2,4,"Decent pay\r\nEngaging work\r\nCan be flexible depending on manager","Lack of work life balance\r\nBad sr management\r\nUnrealistic expectations for employees \r\nBad team members are given a free pass and good team member pick up the slack.\r\nManagement wants to pick and choose what rules apply to salaried employees…for example we are expected to work unlimited hours per day….but at the same time told we have to be on a schedule like an hourly employee and we have to take PTO in 4 hour blocks even to leave an hour early. \r\nNo room for growth professionally at all","0","Centene"
"4150",1057,2022-02-12 11:43:19,TRUE,59566816,3,3,3,4,3,3,5,"Centene finally got into the 21st Century by ditching their previous and unshakeable stance on prohibiting remote work - too bad it took a pandemic and labor market shift (and \""great resignation\"") to make it happen. Great benefits, good pay, value on diversity and recently adopted flexible work arrangements. Lots of career growth opportunity for younger workers.","Centene has always had a culture of hierarchy rules, promoting based on relationships rather than performance and accomplishments, and overlooking older employees' contributions. Some of it is getting better, but ageism is still extremely prevalent, especially when it comes to promotional or career opportunities.","0","Centene"
"4151",1059,2022-08-11 12:18:03,TRUE,67813735,4,5,5,5,5,5,4,"WFH offered in this role","no cons at this time","1","Centene"
"4152",1062,2022-07-17 11:50:58,TRUE,66796472,3,2,4,5,4,4,5,"Great Benefits. Holiday Pay, PTO, and Sick time off.","You can not carry your PTO over to the next year but can carry over sick days.","1","Centene"
"4153",1063,2022-08-05 11:51:58,TRUE,67589670,5,5,2,4,2,3,2,"Fast growing , Fortune 25 company","terrible benefits, not competitive pay","1","Centene"
"4154",1068,2022-06-06 20:38:09,TRUE,65179955,3,5,5,5,4,2,5,"Great pay, great support and management.","Growth opportunities. It seems as if they keep you where they want you and stop you from trying to move up in the company.","1","Centene"
"4155",1074,2022-06-16 19:36:11,TRUE,65649236,4,5,5,5,4,4,5,"Totally remote and encouraged to use my clinical skills.","Some managers are not people friendly.","0","Centene"
